English	Swedish	POS	source	row
Communications Applications 	Kommunikationstillämpningar	N?	ACM-klassificering-1998-en-sv.xls	920
Communications Management (C.2) 	Kommunikationshantering	N?	ACM-klassificering-1998-en-sv.xls	493
communications protocol, communications protocols	kommunikationsprotokoll, kommunikationsprotokollet, kommunikationsprotokoll	N	shorter-gf-termsEngSwe.tsv	290
communicative approach	kommunikativa presentationsmodeller (KPM)	N?	ICT-keywords-20141203.xlsx	521
community based network	gemenskap baserat nätverk	N?	ICT-keywords-20141203.xlsx	523
community communities	gemenskap/samfundet samhällen	N?	ICT-keywords-20141203.xlsx	522
community, communities	grupp, gruppen, grupper	N	shorter-gf-termsEngSwe.tsv	291
commuting	pendling	N?	ICT-keywords-20141203.xlsx	524
compact	kompakt	N?	ICT-keywords-20141203.xlsx	526
company companies	företag	N?	ICT-keywords-20141203.xlsx	527
comparable	jämförbar, jämförbart	A	shorter-gf-termsEngSwe.tsv	292
compare compared comparing comparable	jämföra jämförs jämföra jämförbar	N?	ICT-keywords-20141203.xlsx	528
comparison	jämförelse	N?	ICT-keywords-20141203.xlsx	529
comparison, comparisons	jämförelse, jämförelsen, jämförelser	N	shorter-gf-termsEngSwe.tsv	293
compatibility, compatibilities	förenlighet, förenligheten, förenligheter	N	shorter-gf-termsEngSwe.tsv	294
compatible	kompatibel, kompatibelt	A	shorter-gf-termsEngSwe.tsv	295
compatible compability	kompatibel kompabilitet	N?	ICT-keywords-20141203.xlsx	525
compensate	kompensera	N?	ICT-keywords-20141203.xlsx	530
compete competing	konkurrera konkurrerande	N?	ICT-keywords-20141203.xlsx	531
competence	kompetens	N?	ICT-keywords-20141203.xlsx	532
competence development	kompetensutveckling	N?	ICT-keywords-20141203.xlsx	533
competition	konkurrens	N?	ICT-keywords-20141203.xlsx	534
competitive advantage	konkurrensfördel	N?	ICT-keywords-20141203.xlsx	536
competitor	konkurrent	N?	ICT-keywords-20141203.xlsx	535
compilation, compilations	kompilering, kompileringen, kompileringar	N	shorter-gf-termsEngSwe.tsv	296
compile, compiled, compiled	 kompilera, kompilerade, kompilerat	V	shorter-gf-termsEngSwe.tsv	297
compiler construction, compiler constructions	kompilatorkonstruktion, kompilatorkonstruktionen, kompilatorkonstruktioner	N	shorter-gf-termsEngSwe.tsv	299
compiler techniques, compiler techniqueses	kompilatortekniker, kompilatorteknikret, kompilatortekniker	N	shorter-gf-termsEngSwe.tsv	300
compiler, compilers	kompilator, kompilatorn, kompilatorer	N	shorter-gf-termsEngSwe.tsv	298
Compilers 	Kompilatorer	N?	ACM-klassificering-1998-en-sv.xls	455
complement, complemented, complemented	 komplettera, kompletterade, kompletterat	V	shorter-gf-termsEngSwe.tsv	301
complements	komplement	N?	ICT-keywords-20141203.xlsx	537
complete, completed, completed	 avsluta, avslutade, avslutat	V	shorter-gf-termsEngSwe.tsv	302
completeness	fullständighet	N?	ICT-keywords-20141203.xlsx	539
complete|s completion completed completely	fullständig fullborda/komplettera fullbordan avslutats helt	N?	ICT-keywords-20141203.xlsx	538
completion, completions	komplettering, kompletteringen, kompletteringar	N	shorter-gf-termsEngSwe.tsv	303
complex	komplex, komplext	A	shorter-gf-termsEngSwe.tsv	304
complex complexity	komplex komplexitet	N?	ICT-keywords-20141203.xlsx	540
complex knowledge transfer	komplex kunskapsöverföring	N?	ICT-keywords-20141203.xlsx	541
complex, complexes	komplex, komplexet, komplex	N	shorter-gf-termsEngSwe.tsv	305
complexity analysis, complexity analyses	komplexitetsanalys, komplexitetsanalysen, komplexitetsanalyser	N	shorter-gf-termsEngSwe.tsv	307
Complexity hierarchies 	Komplexitetshierarkier	N?	ACM-klassificering-1998-en-sv.xls	587
Complexity measures 	Komplexitetsmått	N?	ACM-klassificering-1998-en-sv.xls	380
Complexity Measures and Classes  (2) 	Komplexitetsmått och komplexitetsklasser (2)	N?	ACM-klassificering-1998-en-sv.xls	586
Complexity of proof procedures 	Komplexitet hos bevisprocedurer	N?	ACM-klassificering-1998-en-sv.xls	602
complexity, complexities	komplexitet, komplexiteten, komplexiteter	N	shorter-gf-termsEngSwe.tsv	306
compliant	tillmötesgående	N?	ICT-keywords-20141203.xlsx	542
complicate|s	komplicera|r	N?	ICT-keywords-20141203.xlsx	543
component	tillhörande, tillhörande	A	shorter-gf-termsEngSwe.tsv	308
component, components	komponent, komponenten, komponenter	N	shorter-gf-termsEngSwe.tsv	309
components	komponenter	N?	ICT-keywords-20141203.xlsx	545
component|s	komponent|er	N?	ICT-keywords-20141203.xlsx	544
compose, composed, composed	 komponera, komponerade, komponerat	V	shorter-gf-termsEngSwe.tsv	310
composite	komposit	N?	ICT-keywords-20141203.xlsx	546
Composite structures [**] 	Sammansatta strukturer [**]	N?	ACM-klassificering-1998-en-sv.xls	545
composition, compositions	komposition, kompositionen, kompositioner	N	shorter-gf-termsEngSwe.tsv	311
comprehend, comprehended, comprehended	 begripa, begrep, begripit	V	shorter-gf-termsEngSwe.tsv	312
comprehension	fattningsförmåga	N?	ICT-keywords-20141203.xlsx	547
comprehensive	omfattande	N?	ICT-keywords-20141203.xlsx	548
compress compressed compression	komprimera komprimerad kompression	N?	ICT-keywords-20141203.xlsx	549
Compression (Coding) (E.4) 	Komprimering (kodning) (E.4)	N?	ACM-klassificering-1998-en-sv.xls	1157
comprises comprising	innefattar innefattande	N?	ICT-keywords-20141203.xlsx	550
compulsory	obligatorisk, obligatoriskt	A	shorter-gf-termsEngSwe.tsv	313
Computability theory 		N?	ACM-klassificering-1998-en-sv.xls	574
Computability theory 		N?	ACM-klassificering-1998-en-sv.xls	637
computability theory, computability theories	beräkningsteori, beräkningsteorin, beräkningsteorier	N	shorter-gf-termsEngSwe.tsv	314
computable	beräkningsbar, beräkningsbart	A	shorter-gf-termsEngSwe.tsv	315
COMPUTATION BY ABSTRACT DEVICES 	DATABEHANDLING GENOM ABSTRAKTA ENHETER	N?	ACM-klassificering-1998-en-sv.xls	569
Computation of transforms (e.g., fast Fourier transform) 	Beräkning av transformer (t.ex. den snabba Fourier-transformen)	N?	ACM-klassificering-1998-en-sv.xls	596
computation, computations	beräkning, beräkningen, beräkningar	N	shorter-gf-termsEngSwe.tsv	316
computational	beräkningsmässig, beräkningsmässigt	A	shorter-gf-termsEngSwe.tsv	317
computational biology, computational biologies	beräkningsbiologi, beräkningsbiologien, beräkningsbiologier	N	shorter-gf-termsEngSwe.tsv	318
computational chemistry, computational chemistries	beräkningskemi, beräkningskemien, beräkningskemier	N	shorter-gf-termsEngSwe.tsv	319
computational fluid dynamics	beräkningsströmningsdynamik	N?	ICT-keywords-20141203.xlsx	551
Computational Geometry and Object Modeling 	Datorgeometri och objektmodellering	N?	ACM-klassificering-1998-en-sv.xls	1117
Computational logic 		N?	ACM-klassificering-1998-en-sv.xls	638
computational model	beräkningsmodell	N?	ICT-keywords-20141203.xlsx	552
computational physics, computational physics	beräkningsfysik, beräkningsfysiken, beräkningsfysiker	N	shorter-gf-termsEngSwe.tsv	320
computational program	beräkningsprogram	N?	ICT-keywords-20141203.xlsx	553
Computations in finite fields 	Beräkningar på begränsade områden	N?	ACM-klassificering-1998-en-sv.xls	597
Computations on discrete structures 	Beräkningar på diskreta strukturer	N?	ACM-klassificering-1998-en-sv.xls	603
Computations on matrices 	Beräkningar av matriser	N?	ACM-klassificering-1998-en-sv.xls	598
Computations on polynomials 	Beräkningar av polynomer	N?	ACM-klassificering-1998-en-sv.xls	599
compute, computed, computed	 beräkna, beräknade, beräknat	V	shorter-gf-termsEngSwe.tsv	321
Computer and Information Science Education 	Utbildning i data- och informationsvetenskap	N?	ACM-klassificering-1998-en-sv.xls	1357
Computer Applications	Datortillämpningar	N?	ACM-klassificering-1998-en-sv.xls	1287
computer architecture, computer architectures	datorarkitektur, datorarkitekturen, datorarkitekturer	N	shorter-gf-termsEngSwe.tsv	323
Computer arithmetic 		N?	ACM-klassificering-1998-en-sv.xls	666
computer based patient record (CPR)	datorbaserad patientjournal	N?	ICT-keywords-20141203.xlsx	554
computer case, computer cases	datorchassi, datorchassit, datorchassin	N	shorter-gf-termsEngSwe.tsv	324
Computer conferencing, teleconferencing, and videoconferencing  		N?	ACM-klassificering-1998-en-sv.xls	922
computer construction, computer constructions	datorkonstruktion, datorkonstruktionen, datorkonstruktioner	N	shorter-gf-termsEngSwe.tsv	325
computer data storage, computer data storages	datorminne, datorminnet, datorminnen	N	shorter-gf-termsEngSwe.tsv	326
computer engineering, computer engineerings	datateknik, datatekniken, datatekniker	N	shorter-gf-termsEngSwe.tsv	327
COMPUTER GRAPHICS 	DATORGRAFIK	N?	ACM-klassificering-1998-en-sv.xls	1085
computer graphics, computer graphics	datorgrafik, datorgrafiken, datorgrafiker	N	shorter-gf-termsEngSwe.tsv	328
computer interaction, computer interactions	datorinteraktion, datorinteraktionen, datorinteraktioner	N	shorter-gf-termsEngSwe.tsv	329
Computer literacy [**] 	Datorkunnighet [**]	N?	ACM-klassificering-1998-en-sv.xls	1366
computer mouse, computer mice	datormus, datormuset, datormöss	N	shorter-gf-termsEngSwe.tsv	330
computer network, computer networks	datornätverk, datornätverket, datornätverk	N	shorter-gf-termsEngSwe.tsv	331
computer program, computer programs	datorprogram, datorprogrammet, datorprogram	N	shorter-gf-termsEngSwe.tsv	332
Computer science education 	Utbildning i datavetenskap	N?	ACM-klassificering-1998-en-sv.xls	1359
computer science, computer sciences	datavetenskap, datavetenskapen, datavetenskaper	N	shorter-gf-termsEngSwe.tsv	333
computer scientist, computer scientists	datorforskare, datorforskaren, datorforskare	N	shorter-gf-termsEngSwe.tsv	334
computer security model, computer security models	datasäkerhetsmodell, datasäkerhetsmodellen, datasäkerhetsmodeller	N	shorter-gf-termsEngSwe.tsv	336
computer security, computer securities	datasäkerhet, datasäkerhetet, datasäkerhet	N	shorter-gf-termsEngSwe.tsv	335
Computer selection 	Val av datorer	N?	ACM-klassificering-1998-en-sv.xls	1425
computer system architecture, computer system architectures	datorsystemarkitektur, datorsystemarkitekturen, datorsystemarkitekturer	N	shorter-gf-termsEngSwe.tsv	338
computer system component, computer system components	datorsystemkomponent, datorsystemkomponenten, datorsystemkomponenter	N	shorter-gf-termsEngSwe.tsv	339
COMPUTER SYSTEM IMPLEMENTATION 	INFÖRANDE AV DATORSYSTEM	N?	ACM-klassificering-1998-en-sv.xls	286
computer system, computer systems	datorsystem, datorsystemet, datorsystem	N	shorter-gf-termsEngSwe.tsv	337
Computer Systems Organization 	Organisation av datorsystem	N?	ACM-klassificering-1998-en-sv.xls	190
computer terminal, computer terminals	datorterminal, datorterminalen, datorterminalar	N	shorter-gf-termsEngSwe.tsv	340
Computer Uses in Education 	Användning av datorer i utbildning	N?	ACM-klassificering-1998-en-sv.xls	1352
computer vision	datorseende	N?	ICT-keywords-20141203.xlsx	556
Computer vision 	Datorseende	N?	ACM-klassificering-1998-en-sv.xls	1227
computer vision, computer visions	datorseende, datorseendet, datorseenden	N	shorter-gf-termsEngSwe.tsv	341
computer, computers	dator, datorn, datorer	N	shorter-gf-termsEngSwe.tsv	322
Computer-aided design (CAD) 	Datorstödd konstruktion (CAD)	N?	ACM-klassificering-1998-en-sv.xls	1326
COMPUTER-AIDED ENGINEERING 	Datorstödd ?	N?	ACM-klassificering-1998-en-sv.xls	1325
Computer-aided manufacturing (CAM) 	Datorstödd tillverkning (CAM)	N?	ACM-klassificering-1998-en-sv.xls	1327
Computer-aided software engineering (CASE) 	Datorstödd programkonstruktion (CASE)	N?	ACM-klassificering-1998-en-sv.xls	324
Computer-assisted instruction (CAI) 		N?	ACM-klassificering-1998-en-sv.xls	1354
computer-based assessments and input of mathematical expressions	digitala bedömningar och inmatning av matematiska uttryck	N?	ICT-keywords-20141203.xlsx	557
COMPUTER-COMMUNICATION NETWORKS 	Datakommunikationsnät	N?	ACM-klassificering-1998-en-sv.xls	231
Computer-managed instruction (CMI) 		N?	ACM-klassificering-1998-en-sv.xls	1355
Computer-related health issues  	Datorrelaterade hälsofrågor	N?	ACM-klassificering-1998-en-sv.xls	1371
Computer-supported collaborative work  	Datorstött samarbete	N?	ACM-klassificering-1998-en-sv.xls	1386
Computer-supported cooperative work  		N?	ACM-klassificering-1998-en-sv.xls	959
COMPUTERS AND EDUCATION 	DATORER OCH UTBILDNING	N?	ACM-klassificering-1998-en-sv.xls	1350
COMPUTERS AND SOCIETY 	DATORER OCH SAMHÄLLE	N?	ACM-klassificering-1998-en-sv.xls	1367
COMPUTERS IN OTHER SYSTEMS (C.3) 	DATORER I ÖVRIGA SYSTEM (C.3)	N?	ACM-klassificering-1998-en-sv.xls	1328
computer|s computed compute computation computations computing	dator|er beräknas beräkna beräknings beräkningar databehandling	N?	ICT-keywords-20141203.xlsx	555
computing	datoranvändning	N?	ICT-keywords-20141203.xlsx	558
computing capacity, computing capacities	beräkningskapacitet, beräkningskapaciteten, beräkningskapaciteter	N	shorter-gf-termsEngSwe.tsv	342
Computing equipment management 	Förvaltning av datorutrustning	N?	ACM-klassificering-1998-en-sv.xls	1426
Computing Methodologies 	Databehandlingsmetoder	N?	ACM-klassificering-1998-en-sv.xls	977
concatenate concatenation concatenating 	sammanbinda konkatenering konkatenering	N?	ICT-keywords-20141203.xlsx	559
concatenation, concatenations	konkatenering, konkateneringet, konkatenering	N	shorter-gf-termsEngSwe.tsv	343
conceived	uttänkt	N?	ICT-keywords-20141203.xlsx	560
concentration	koncentration/koncentrering	N?	ICT-keywords-20141203.xlsx	561
Concept learning 	Begreppsinlärning	N?	ACM-klassificering-1998-en-sv.xls	1037
concept, concepts	koncept, konceptet, koncept	N	shorter-gf-termsEngSwe.tsv	344
conceptual	begreppsmässig, begreppsmässigt	A	shorter-gf-termsEngSwe.tsv	345
conceptual modeling	begreppsmodellering	N?	ICT-keywords-20141203.xlsx	563
conceptualization, conceptualizations	begreppsmässighet, begreppsmässigheten, begreppsmässigheter	N	shorter-gf-termsEngSwe.tsv	346
concept|s	koncept begreppen	N?	ICT-keywords-20141203.xlsx	562
concern concerns concerning	angå/beröra/gälla  oro/bekymmer angående	N?	ICT-keywords-20141203.xlsx	564
concise	koncis	N?	ICT-keywords-20141203.xlsx	565
conclude concluded	sluta slutsatsen	N?	ICT-keywords-20141203.xlsx	566
concrete	konkret, konkret	A	shorter-gf-termsEngSwe.tsv	347
Concurrency 	Samtidighet	N?	ACM-klassificering-1998-en-sv.xls	470
Concurrency 	Samtidighet	N?	ACM-klassificering-1998-en-sv.xls	842
concurrency, concurrencies	samtidighet, samtidigheten, samtidigheter	N	shorter-gf-termsEngSwe.tsv	348
concurrent	samverkande, samverkande	A	shorter-gf-termsEngSwe.tsv	349
Concurrent Programming 	Jämlöpande programmering	N?	ACM-klassificering-1998-en-sv.xls	306
Concurrent programming structures 	Jämlöpande programmeringsstrukturer	N?	ACM-klassificering-1998-en-sv.xls	439
Concurrent, distributed, and parallel languages 	Jämlöpande, distribuerade och parallella språk	N?	ACM-klassificering-1998-en-sv.xls	423
condition, conditions	villkor, villkoret, villkor	N	shorter-gf-termsEngSwe.tsv	350
conditional	villkorlig, villkorligt	A	shorter-gf-termsEngSwe.tsv	351
Conditioning 		N?	ACM-klassificering-1998-en-sv.xls	694
Conditioning (and ill-conditioning)  		N?	ACM-klassificering-1998-en-sv.xls	667
conduits	ledningar	N?	ICT-keywords-20141203.xlsx	567
cone	kon	N?	ICT-keywords-20141203.xlsx	568
Conference proceedings 	Konferenshandlingar	N?	ACM-klassificering-1998-en-sv.xls	4
conference, conferences	konferens, konferensen, konferenser	N	shorter-gf-termsEngSwe.tsv	352
conference|s	konferens|er	N?	ICT-keywords-20141203.xlsx	569
conferencing	konferenser	N?	ICT-keywords-20141203.xlsx	570
confidence	förtroende	N?	ICT-keywords-20141203.xlsx	571
confidential information, confidential informations	konfidentiell information, konfidentiella informationen, konfidentiella informationer	N	shorter-gf-termsEngSwe.tsv	353
configurable computing	konfigurerbar databehandling	N?	ICT-keywords-20141203.xlsx	572
configuration theory	konfigurationsteori	N?	ICT-keywords-20141203.xlsx	573
configuration, configurations	konfiguration, konfigurationen, konfigurationer	N	shorter-gf-termsEngSwe.tsv	354
configure configures configuration configurations configurable	konfigurera konfigurerar konfigurations konfigurationer konfigurerbara	N?	ICT-keywords-20141203.xlsx	574
confirmation	bekräftelse	N?	ICT-keywords-20141203.xlsx	575
conformance	överensstämmelse	N?	ICT-keywords-20141203.xlsx	576
congestion congested	trängsel/stockning belastade	N?	ICT-keywords-20141203.xlsx	577
congestion control, congestion controls	stockningskontroll, stockningskontrollen, stockningskontroller	N	shorter-gf-termsEngSwe.tsv	356
congestion identification	identifiering av överbelastning	N?	ICT-keywords-20141203.xlsx	578
congestion, congestions	stockning, stockningen, stockningar	N	shorter-gf-termsEngSwe.tsv	355
congress, congresses	kongress, kongressen, kongresser	N	shorter-gf-termsEngSwe.tsv	357
conjugate heat transfer	konjugat värmeöverföring	N?	ICT-keywords-20141203.xlsx	579
conjunction (in conjunction with)	(tillsammans med)	N?	ICT-keywords-20141203.xlsx	580
conjunction, conjunctions	konjunktion, konjunktionen, konjunktioner	N	shorter-gf-termsEngSwe.tsv	358
connect traffic load	anslut trafikbelastning	N?	ICT-keywords-20141203.xlsx	581
connect, connected, connected	 ansluta, anslöt, anslutit	V	shorter-gf-termsEngSwe.tsv	359
connected home	anslutna hemmet	N?	ICT-keywords-20141203.xlsx	582
connection	sammankoppling	N?	ICT-keywords-20141203.xlsx	583
connection connections connect connected connectivity connecting	anknytning/anslutning  kopplingar anknyta ansluter	N?	ICT-keywords-20141203.xlsx	584
Connection machines 		N?	ACM-klassificering-1998-en-sv.xls	208
connection, connections	anslutning, anslutningen, anslutningar	N	shorter-gf-termsEngSwe.tsv	360
Connectionism and neural nets 	Konnektionism och neuronnät	N?	ACM-klassificering-1998-en-sv.xls	1038
connectionless	anslutningslös	N?	ICT-keywords-20141203.xlsx	585
connectivity	anslutning	N?	ICT-keywords-20141203.xlsx	586
connector, connectors	kopplingsdon, kopplingsdonet, kopplingsdon	N	shorter-gf-termsEngSwe.tsv	361
connector|s	kontakt|kontaktdon	N?	ICT-keywords-20141203.xlsx	587
conquer, conquered, conquered	 erövra, erövrade, erövrat	V	shorter-gf-termsEngSwe.tsv	362
consensus	konsensus	N?	ICT-keywords-20141203.xlsx	588
conservative synchronization	konservativ synkronisering	N?	ICT-keywords-20141203.xlsx	590
conserve	bevara/spara	N?	ICT-keywords-20141203.xlsx	589
consider considered	överväga anses	N?	ICT-keywords-20141203.xlsx	591
consistency	konsistens	N?	ICT-keywords-20141203.xlsx	592
consistent	konsekvent, konsekvent	A	shorter-gf-termsEngSwe.tsv	363
consists consistent consisting	består konsekvent/överensstämmande/förenlig  bestående	N?	ICT-keywords-20141203.xlsx	593
console, consoles	konsol, konsolen, konsoller	N	shorter-gf-termsEngSwe.tsv	364
consolidates consolidation	konsoliderar konsolidering	N?	ICT-keywords-20141203.xlsx	594
